label,study,arm,es,year,TESTEX,age,sex_%_male,weight,bmi,train_status,healthy_clinical,RT_only,weeks,freq,exercises,sets_exercise,reps,load,task_failure_y_n,outcome,measure,region,specific_region,study_design,RT_n,RT_pre_m,RT_post_m,RT_delta_m,RT_pre_se,RT_post_se,RT_delta_se,RT_pre_sd,RT_post_sd,RT_delta_sd,RT_delta_CI_lower,RT_delta_CI_upper,RT_delta_t_value,RT_delta_p_value,CON_n,CON_pre_m,CON_post_m,CON_delta_m,CON_pre_se,CON_post_se,CON_delta_se,CON_pre_sd,CON_post_sd,CON_delta_sd,CON_delta_CI_lower,CON_delta_CI_upper,CON_delta_t_value,CON_delta_p_value,Notes
"Bemben et al., Med Sci Sports Exerc, 2006",8,16,90,2000,6,52.11333333,0,64.72666667,23.73333333,untrained,healthy,y,26,3,12,3,16,40,n,strength,1RM,lower,leg press,between,7,610,820,,89,89,,,,,,,,0.05,8,637,664,,45,58,,,,,,,,,
"Bemben et al., Med Sci Sports Exerc, 2007",8,16,91,2000,6,52.11333333,0,64.72666667,23.73333333,untrained,healthy,y,26,3,12,3,16,40,n,strength,1RM,lower,knee extension,between,7,356,432,,27,31,,,,,,,,,8,352,352,,40,53,,,,,,,,,
"Bemben et al., Med Sci Sports Exerc, 2008",8,16,92,2000,6,52.11333333,0,64.72666667,23.73333333,untrained,healthy,y,26,3,12,3,16,40,n,strength,1RM,lower,hip abduction,between,7,352,343,,40,40,,,,,,,,,8,294,258,,31,13,,,,,,,,,
"Bemben et al., Med Sci Sports Exerc, 2009",8,16,93,2000,6,52.11333333,0,64.72666667,23.73333333,untrained,healthy,y,26,3,12,3,16,40,n,strength,1RM,lower,hip adduction,between,7,263,401,,27,27,,,,,,,,0.05,8,334,325,,31,18,,,,,,,,,
"Bemben et al., Med Sci Sports Exerc, 2010",8,16,94,2000,6,52.11333333,0,64.72666667,23.73333333,untrained,healthy,y,26,3,12,3,16,40,n,strength,1RM,lower,hip extension,between,7,428,650,,45,40,,,,,,,,0.05,8,468,423,,62,45,,,,,,,,,
"Bemben et al., Med Sci Sports Exerc, 2011",8,16,95,2000,6,52.11333333,0,64.72666667,23.73333333,untrained,healthy,y,26,3,12,3,16,40,n,strength,1RM,lower,hip flexion,between,7,298,401,,53,49,,,,,,,,,8,312,232,,58,18,,,,,,,,,
"Bemben et al., Med Sci Sports Exerc, 2012",8,16,96,2000,6,52.11333333,0,64.72666667,23.73333333,untrained,healthy,y,26,3,12,3,16,40,n,hypertrophy,US,lower,biceps ,between,7,6.315789474,8.070175439,,0.48245614,0.657894737,,,,,,,,0.07,8,6.096491228,6.403508772,,0.438596491,0.526315789,,,,,,,,,
"Bemben et al., Med Sci Sports Exerc, 2013",8,16,97,2000,6,52.11333333,0,64.72666667,23.73333333,untrained,healthy,y,26,3,12,3,16,40,n,hypertrophy,US,lower,quadriceps (rectus femoris),between,7,2.614107884,3.634854772,,0.398340249,0.248962656,,,,,,,,0.01,8,2.937759336,3.385892116,,0.348547718,0.547717842,,,,,,,,,
"Barcelos et al., Eur J Appl Physiol, 2015 - Occlusion",9,17,98,2015,6,21.55555556,100,,25.27777778,untrained,healthy,y,8,2,1,1,25,50,n,strength,1RM,lower,knee extension,between,10,81,105,16.5,,,,12.87327032,27.9349966,5.278040832,,,,,16,122,117.5,-4.5,,,,43.96556357,34.35827375,16.12070664,,,,,Note - medians used as approximate estimate of mean; corresponding standard deviation calculated for mean by calculating se for mean (se(median)/1.2533) and then converting to sd
"Barcelos et al., Eur J Appl Physiol, 2015",9,17,99,2015,6,21.55555556,100,,25.27777778,untrained,healthy,y,8,2,1,1,25,50,y,strength,1RM,lower,knee extension,between,10,83.5,109,17,,,,16.0915879,22.01329225,10.29861626,,,,,16,122,117.5,-4.5,,,,43.96556357,34.35827375,16.12070664,,,,,
"Barcelos et al., Eur J Appl Physiol, 2015 - Occlusion",9,18,100,2015,6,21,100,,24.27777778,untrained,healthy,y,8,2,1,3,42,50,n,strength,1RM,lower,knee extension,between,10,95,121,28.1,,,,36.94628582,36.68882042,20.21103441,,,,,16,122,117.5,-4.5,,,,43.96556357,34.35827375,16.12070664,,,,,
"Barcelos et al., Eur J Appl Physiol, 2015",9,18,101,2015,6,21,100,,24.27777778,untrained,healthy,y,8,2,1,3,42,50,y,strength,1RM,lower,knee extension,between,10,101,121,23.5,,,,40.16460341,34.75782987,10.68481437,,,,,16,122,117.5,-4.5,,,,43.96556357,34.35827375,16.12070664,,,,,
"Barcelos et al., Eur J Appl Physiol, 2015 - Occlusion",9,19,102,2015,6,21.55555556,100,,23.76944444,untrained,healthy,y,8,2,1,1,51,20,n,strength,1RM,lower,knee extension,between,10,84.5,104,19,,,,24.0730155,24.45921361,16.86398412,,,,,16,122,117.5,-4.5,,,,43.96556357,34.35827375,16.12070664,,,,,
"Barcelos et al., Eur J Appl Physiol, 2015",9,19,103,2015,6,21.55555556,100,,23.76944444,untrained,healthy,y,8,2,1,1,50,20,y,strength,1RM,lower,knee extension,between,10,85,92,12.5,,,,22.65695577,16.22032061,8.625091116,,,,,16,122,117.5,-4.5,,,,43.96556357,34.35827375,16.12070664,,,,,
"Barcelos et al., Eur J Appl Physiol, 2015 - Occlusion",9,20,104,2015,6,21,100,,25.22222222,untrained,healthy,y,8,2,1,3,76,20,n,strength,1RM,lower,knee extension,between,10,75,95,15,,,,24.45921361,29.47978904,16.22032061,,,,,16,122,117.5,-4.5,,,,43.96556357,34.35827375,16.12070664,,,,,
"Barcelos et al., Eur J Appl Physiol, 2015",9,20,105,2015,6,21,100,,25.22222222,untrained,healthy,y,8,2,1,3,76,20,y,strength,1RM,lower,knee extension,between,10,73,91,16.5,,,,23.17188658,23.9442828,17.50764764,,,,,16,122,117.5,-4.5,,,,43.96556357,34.35827375,16.12070664,,,,,
"Barcelos et al., Eur J Appl Physiol, 2015 - Occlusion",9,17,106,2015,6,21.55555556,100,,25.27777778,untrained,healthy,y,8,2,1,1,25,50,n,hypertrophy,MRI,lower,quadriceps,between,10,323.2,439.6,9.2,,,,56.8998548,81.87399925,5.792971645,,,,,16,438.2,432.4,-3.3,,,,85.81426666,82.23188741,4.722227198,,,,,
"Barcelos et al., Eur J Appl Physiol, 2015",9,17,107,2015,6,21.55555556,100,,25.27777778,untrained,healthy,y,8,2,1,1,25,50,y,hypertrophy,MRI,lower,quadriceps,between,10,423,431.6,10.1,,,,82.77512817,71.06045218,6.307902458,,,,,16,438.2,432.4,-3.3,,,,85.81426666,82.23188741,4.722227198,,,,,
"Barcelos et al., Eur J Appl Physiol, 2015 - Occlusion",9,18,108,2015,6,21,100,,24.27777778,untrained,healthy,y,8,2,1,3,42,50,n,hypertrophy,MRI,lower,quadriceps,between,10,395.6,414.8,16.9,,,,24.33048091,28.96485822,17.12144953,,,,,16,438.2,432.4,-3.3,,,,85.81426666,82.23188741,4.722227198,,,,,
"Barcelos et al., Eur J Appl Physiol, 2015",9,18,109,2015,6,21,100,,24.27777778,untrained,healthy,y,8,2,1,3,42,50,y,hypertrophy,MRI,lower,quadriceps,between,10,404.8,413.2,5.8,,,,29.99471985,31.41077959,8.753823819,,,,,16,438.2,432.4,-3.3,,,,85.81426666,82.23188741,4.722227198,,,,,
"Barcelos et al., Eur J Appl Physiol, 2015 - Occlusion",9,19,110,2015,6,21.55555556,100,,23.76944444,untrained,healthy,y,8,2,1,1,51,20,n,hypertrophy,MRI,lower,quadriceps,between,10,389.3,407.1,19.4,,,,61.14803403,76.46722571,21.24089603,,,,,16,438.2,432.4,-3.3,,,,85.81426666,82.23188741,4.722227198,,,,,
"Barcelos et al., Eur J Appl Physiol, 2015",9,19,111,2015,6,21.55555556,100,,23.76944444,untrained,healthy,y,8,2,1,1,50,20,y,hypertrophy,MRI,lower,quadriceps,between,10,387,405.8,18.8,,,,65.01001513,84.31992061,19.30990548,,,,,16,438.2,432.4,-3.3,,,,85.81426666,82.23188741,4.722227198,,,,,
"Barcelos et al., Eur J Appl Physiol, 2015 - Occlusion",9,20,112,2015,6,21,100,,25.22222222,untrained,healthy,y,8,2,1,3,76,20,n,hypertrophy,MRI,lower,quadriceps,between,10,387.3,412.1,17.8,,,,29.99471985,39.26347448,11.45721059,,,,,16,438.2,432.4,-3.3,,,,85.81426666,82.23188741,4.722227198,,,,,
"Barcelos et al., Eur J Appl Physiol, 2015",9,20,113,2015,6,21,100,,25.22222222,untrained,healthy,y,8,2,1,3,76,20,y,hypertrophy,MRI,lower,quadriceps,between,10,382.5,401.5,16.9,,,,34.62909717,52.0080121,19.8248363,,,,,16,438.2,432.4,-3.3,,,,85.81426666,82.23188741,4.722227198,,,,,
"Bezerra et al., Appl Physiol Nutr Metab, 2018",10,21,114,2018,6,63.95789474,46.66666667,73.20526316,,untrained,healthy,y,8,3,2,2,12,,y,strength,12RM,upper,seated row,between,11,33.5,48.6,,,,,7.9,12.7,,,,,0.01,8,32.4,32.9,,,,,4.5,5.8,,,,,,
"Bezerra et al., Appl Physiol Nutr Metab, 2019",10,21,115,2018,6,63.95789474,46.66666667,73.20526316,,untrained,healthy,y,8,3,2,2,12,,y,strength,12RM,upper,cable chest press,between,11,37.6,60.2,,,,,9.7,15,,,,,0.01,8,34.1,37.1,,,,,6.7,4.7,,,,,,
"Bezerra et al., Appl Physiol Nutr Metab, 2020",10,21,116,2018,6,63.95789474,46.66666667,73.20526316,,untrained,healthy,y,8,3,2,2,12,,y,strength,isometric,upper,handgrip,between,11,33.2,35.7,,,,,9.7,9.1,,,,,0.01,8,29.8,29.3,,,,,8,7.3,,,,,,
"Bezerra et al., Appl Physiol Nutr Metab, 2021",10,21,117,2018,6,63.95789474,46.66666667,73.20526316,,untrained,healthy,y,8,3,2,2,12,,y,hypertrophy,DXA,total,total,between,11,23.9,24.3,,,,,5.2,5.4,,,,,,8,21.3,21.7,,,,,4.4,4.7,,,,,,
"Bezerra et al., Appl Physiol Nutr Metab, 2022",10,21,118,2018,6,63.95789474,46.66666667,73.20526316,,untrained,healthy,y,8,3,2,2,12,,y,hypertrophy,DXA,upper,upper limbs,between,11,5.7,5.8,,,,,1.5,1.6,,,,,,8,5.1,5.1,,,,,1.5,1.6,,,,,,
"Bezerra et al., Appl Physiol Nutr Metab, 2018",10,22,119,2018,6,64.76842105,46.66666667,72.85789474,,untrained,healthy,y,8,3,4,1,12,,y,strength,12RM,upper,seated row,between,11,33.9,50.6,,,,,9.7,13.4,,,,,0.01,8,32.4,32.9,,,,,4.5,5.8,,,,,,
"Bezerra et al., Appl Physiol Nutr Metab, 2019",10,22,120,2018,6,64.76842105,46.66666667,72.85789474,,untrained,healthy,y,8,3,4,1,12,,y,strength,12RM,upper,cable chest press,between,11,35.3,58.5,,,,,11.7,14.4,,,,,0.01,8,34.1,37.1,,,,,6.7,4.7,,,,,,
"Bezerra et al., Appl Physiol Nutr Metab, 2020",10,22,121,2018,6,64.76842105,46.66666667,72.85789474,,untrained,healthy,y,8,3,4,1,12,,y,strength,isometric,upper,handgrip,between,11,32.8,36.5,,,,,8.9,6.7,,,,,0.01,8,29.8,29.3,,,,,8,7.3,,,,,,
"Bezerra et al., Appl Physiol Nutr Metab, 2021",10,22,122,2018,6,64.76842105,46.66666667,72.85789474,,untrained,healthy,y,8,3,4,1,12,,y,hypertrophy,DXA,total,total,between,11,23,23.5,,,,,5.6,5.9,,,,,,8,21.3,21.7,,,,,4.4,4.7,,,,,,
"Bezerra et al., Appl Physiol Nutr Metab, 2022",10,22,123,2018,6,64.76842105,46.66666667,72.85789474,,untrained,healthy,y,8,3,4,1,12,,y,hypertrophy,DXA,upper,upper limbs,between,11,5.5,5.4,,,,,1.4,1.3,,,,,,8,5.1,5.1,,,,,1.5,1.6,,,,,,
"Bonganha et al., Arch Gerontol Geriatr, 2012",11,23,124,2012,5,55.6,0,62.8,24.9,untrained,healthy,y,16,3,11,3,9,77.5,,hypertrophy,skinfold,total,total,between,16,20.6,19.8,,,,,5.3,5.4,,,,,0.419,16,22,20.7,,,,,5.9,5.6,,,,,0.078,
"Bonganha et al., Arch Gerontol Geriatr, 2012",11,23,125,2012,5,55.6,0,62.8,24.9,untrained,healthy,y,16,3,11,3,9,77.5,,strength,1RM,upper,bench press,between,16,35.4,43.6,,,,,8,7.6,,,,,0.001,16,37.8,39.2,,,,,6.4,5,,,,,0.62,
"Bonganha et al., Arch Gerontol Geriatr, 2012",11,23,126,2012,5,55.6,0,62.8,24.9,untrained,healthy,y,16,3,11,3,9,77.5,,strength,1RM,lower,leg press,between,16,128.5,176.6,,,,,18.2,43,,,,,0.001,16,133.6,152.7,,,,,30.6,21.1,,,,,0.095,
"Bonganha et al., Arch Gerontol Geriatr, 2012",11,23,127,2012,5,55.6,0,62.8,24.9,untrained,healthy,y,16,3,11,3,9,77.5,,strength,1RM,lower,plantar flexion,between,16,22.9,26.8,,,,,3.6,2.4,,,,,0.001,16,21.2,23.5,,,,,23.5,3.8,,,,,0.057,
"Cadore et al., AGE, 2014",12,24,128,2014,12,91.9,30,,,untrained,clinical,y,12,2,3,,9,50,,strength,isometric,upper,handgrip,between,11,165,183,,,,,63,52,,,,,,13,157,130,,,,,64,58,,,,,0.05,
"Cadore et al., AGE, 2014",12,24,129,2014,12,91.9,30,,,untrained,clinical,y,12,2,3,,9,50,,strength,isometric,lower,hip flexion,between,11,1057,1284,,,,,262,203,,,,,0.01,13,865,834,,,,,268,382,,,,,,
"Cadore et al., AGE, 2014",12,24,130,2014,12,91.9,30,,,untrained,clinical,y,12,2,3,,9,50,,strength,isometric,lower,knee extension,between,11,1451,1745,,,,,441,460,,,,,0.05,13,1206,1042,,,,,336,353,,,,,0.05,
"Cadore et al., AGE, 2014",12,24,131,2014,12,91.9,30,,,untrained,clinical,y,12,2,3,,9,50,,hypertrophy,CT,lower,quadriceps ,between,11,6738,7004,,,,,1609,1700,,,,,0.05,13,6879,6720,,,,,1107,1071,,,,,,
"Cadore et al., AGE, 2014",12,24,132,2014,12,91.9,30,,,untrained,clinical,y,12,2,3,,9,50,,hypertrophy,CT,lower,hamstrings,between,11,2256,2436,,,,,725,685,,,,,0.01,13,2485,2375,,,,,679,561,,,,,,
"Cadore et al., AGE, 2014",12,24,133,2014,12,91.9,30,,,untrained,clinical,y,12,2,3,,9,50,,hypertrophy,CT,lower,hip adductor,between,11,13856,14321,,,,,3292,3385,,,,,,13,13981,13399,,,,,2464,2462,,,,,,
"Calder et al., Can J Appl Physiol, 1994",13,25,134,1994,8,20.95,0,61.25,,untrained,healthy,y,20,2,7,5,10,,y,strength,1RM,upper,elbow flexion,between,10,9.555555556,14.77777778,,,,,3.111111111,3.111111111,,,,,,10,9.444444444,8.888888889,,,,,2.555555556,3.333333333,,,,,,
"Calder et al., Can J Appl Physiol, 1995",13,25,135,1994,8,20.95,0,61.25,,untrained,healthy,y,20,2,7,5,10,,y,strength,1RM,upper,bench press,between,10,28.49162011,38.12849162,,,,,4.748603352,6.284916201,,,,,,10,32.68156425,32.40223464,,,,,3.351955307,5.30726257,,,,,,
"Calder et al., Can J Appl Physiol, 1996",13,25,136,1994,8,20.95,0,61.25,,untrained,healthy,y,20,2,7,5,10,,y,strength,1RM,lower,leg press,between,10,112.4324324,136.6486486,,,,,15.56756757,19.89189189,,,,,,10,102.4864865,105.0810811,,,,,17.72972973,19.02702703,,,,,,
"Calder et al., Can J Appl Physiol, 1997",13,25,137,1994,8,20.95,0,61.25,,untrained,healthy,y,20,2,7,5,10,,y,hypertrophy,DXA,upper,arms,between,10,3.868360277,4.249422633,,,,,0.3926097,0.577367206,,,,,,10,4.053117783,4.006928406,,,,,0.612009238,0.3926097,,,,,,
"Calder et al., Can J Appl Physiol, 1998",13,25,138,1994,8,20.95,0,61.25,,untrained,healthy,y,20,2,7,5,10,,y,hypertrophy,DXA,upper,trunk,between,10,21.43763214,22.1987315,,,,,2.156448203,2.156448203,,,,,,10,22.76955603,22.76955603,,,,,1.902748414,1.902748414,,,,,,
"Calder et al., Can J Appl Physiol, 1999",13,25,139,1994,8,20.95,0,61.25,,untrained,healthy,y,20,2,7,5,10,,y,hypertrophy,DXA,lower,leg,between,10,14.47916667,15.20833333,,,,,1.145833333,1.354166667,,,,,,10,14.84375,14.73958333,,,,,1.458333333,1.40625,,,,,,
"Calder et al., Can J Appl Physiol, 1994",13,26,140,1994,8,20.7,0,62.8,,untrained,healthy,y,20,2,7,5,10,,y,strength,1RM,upper,elbow flexion,between,10,9.555555556,16.22222222,,,,,4.222222222,4.333333333,,,,,,10,9.444444444,8.888888889,,,,,2.555555556,3.333333333,,,,,,
"Calder et al., Can J Appl Physiol, 1995",13,26,141,1994,8,20.7,0,62.8,,untrained,healthy,y,20,2,7,5,10,,y,strength,1RM,upper,bench press,between,10,30.58659218,40.5027933,,,,,6.56424581,8.100558659,,,,,,10,32.68156425,32.40223464,,,,,3.351955307,5.30726257,,,,,,
"Calder et al., Can J Appl Physiol, 1996",13,26,142,1994,8,20.7,0,62.8,,untrained,healthy,y,20,2,7,5,10,,y,strength,1RM,lower,leg press,between,10,109.8378378,134.0540541,,,,,22.91891892,28.10810811,,,,,,10,102.4864865,105.0810811,,,,,17.72972973,19.02702703,,,,,,
"Calder et al., Can J Appl Physiol, 1997",13,26,143,1994,8,20.7,0,62.8,,untrained,healthy,y,20,2,7,5,10,,y,hypertrophy,DXA,upper,arms,between,10,4.122401848,4.491916859,,,,,0.612009238,0.64665127,,,,,,10,4.053117783,4.006928406,,,,,0.612009238,0.3926097,,,,,,
"Calder et al., Can J Appl Physiol, 1998",13,26,144,1994,8,20.7,0,62.8,,untrained,healthy,y,20,2,7,5,10,,y,hypertrophy,DXA,upper,trunk,between,10,22.64270613,23.21353066,,,,,3.044397463,3.298097252,,,,,,10,22.76955603,22.76955603,,,,,1.902748414,1.902748414,,,,,,
"Calder et al., Can J Appl Physiol, 1999",13,26,145,1994,8,20.7,0,62.8,,untrained,healthy,y,20,2,7,5,10,,y,hypertrophy,DXA,lower,leg,between,10,15.05208333,15.3125,,,,,1.875,2.1875,,,,,,10,14.84375,14.73958333,,,,,1.458333333,1.40625,,,,,,
"Canuto et al., J Apply Gerontol, 2015",14,27,146,2015,9,67.61,38,,28.652,untrained,healthy,y,35,3,9,2,10,80,,hypertrophy,,total,total,between,19,44,44.2,,,,,2.2,2.1,,,,,,31,43.5,43.3,,,,,1.6,1.5,,,,,,
"Canuto et al., J Apply Gerontol, 2015",14,27,147,2015,9,67.61,38,,28.652,untrained,healthy,y,35,3,9,2,10,80,,strength,isometric,upper,handgrip,between,19,0.41,0.44,,,,,0.03,0.03,,,,,,31,0.4,0.4,,,,,0.02,0.02,,,,,,
"Campos et al., Eur J Apply Physiol, 2002",15,28,148,2002,5,22.5,100,80.38,,untrained,healthy,y,8,2.5,3,4,4,,y,strength,1RM,lower,leg press,between,9,309.1755319,498.6702128,,,,,65.82446809,91.75531915,,,,,0.05,6,285.2393617,301.1968085,,,,,35.90425532,41.88829787,,,,,,
"Campos et al., Eur J Apply Physiol, 2003",15,28,149,2002,5,22.5,100,80.38,,untrained,healthy,y,8,2.5,3,4,4,,y,strength,1RM,lower,squat,between,9,114.1333333,247.4666667,,,,,32,56.53333333,,,,,0.05,6,115.2,137.6,,,,,18.13333333,24.53333333,,,,,,
"Campos et al., Eur J Apply Physiol, 2004",15,28,150,2002,5,22.5,100,80.38,,untrained,healthy,y,8,2.5,3,4,4,,y,strength,1RM,lower,knee extension,between,9,95.74468085,153.5904255,,,,,24.60106383,33.90957447,,,,,0.05,6,93.08510638,99.73404255,,,,,23.93617021,23.93617021,,,,,,
"Campos et al., Eur J Apply Physiol, 2005",15,28,151,2002,5,22.5,100,80.38,,untrained,healthy,y,8,2.5,3,4,4,,y,hypertrophy,biopsy (type i),lower,quadriceps (vastus lateralis),between,9,4869,5475,,,,,1178,1425,,,,,0.05,6,5208,5155,,,,,1494,1239,,,,,,
"Campos et al., Eur J Apply Physiol, 2006",15,28,152,2002,5,22.5,100,80.38,,untrained,healthy,y,8,2.5,3,4,4,,y,hypertrophy,biopsy (type iia),lower,quadriceps (vastus lateralis),between,9,5615,6903,,,,,1042,1442,,,,,0.05,6,6070,5982,,,,,1944,1547,,,,,,
"Campos et al., Eur J Apply Physiol, 2007",15,28,153,2002,5,22.5,100,80.38,,untrained,healthy,y,8,2.5,3,4,4,,y,hypertrophy,biopsy (type iib),lower,quadriceps (vastus lateralis),between,9,4926,6171,,,,,942,1436,,,,,0.05,6,4648,4813,,,,,1043,672,,,,,,
"Campos et al., Eur J Apply Physiol, 2002",15,29,154,2002,5,22.5,100,79.95882353,,untrained,healthy,y,8,2.5,3,3,10,,y,strength,1RM,lower,leg press,between,11,291.2234043,396.9414894,,,,,45.87765957,67.81914894,,,,,0.05,6,285.2393617,301.1968085,,,,,35.90425532,41.88829787,,,,,,
"Campos et al., Eur J Apply Physiol, 2003",15,29,155,2002,5,22.5,100,79.95882353,,untrained,healthy,y,8,2.5,3,3,10,,y,strength,1RM,lower,squat,between,11,118.4,212.2666667,,,,,23.46666667,27.73333333,,,,,0.05,6,115.2,137.6,,,,,18.13333333,24.53333333,,,,,,
"Campos et al., Eur J Apply Physiol, 2004",15,29,156,2002,5,22.5,100,79.95882353,,untrained,healthy,y,8,2.5,3,3,10,,y,strength,1RM,lower,knee extension,between,11,96.40957447,144.2819149,,,,,16.62234043,29.25531915,,,,,0.05,6,93.08510638,99.73404255,,,,,23.93617021,23.93617021,,,,,,
"Campos et al., Eur J Apply Physiol, 2005",15,29,157,2002,5,22.5,100,79.95882353,,untrained,healthy,y,8,2.5,3,3,10,,y,hypertrophy,biopsy (type i),lower,quadriceps (vastus lateralis),between,11,4155,4701,,,,,893,809,,,,,0.05,6,5208,5155,,,,,1494,1239,,,,,,
"Campos et al., Eur J Apply Physiol, 2006",15,29,158,2002,5,22.5,100,79.95882353,,untrained,healthy,y,8,2.5,3,3,10,,y,hypertrophy,biopsy (type iia),lower,quadriceps (vastus lateralis),between,11,5238,6090,,,,,787,1421,,,,,0.05,6,6070,5982,,,,,1944,1547,,,,,,
"Campos et al., Eur J Apply Physiol, 2007",15,29,159,2002,5,22.5,100,79.95882353,,untrained,healthy,y,8,2.5,3,3,10,,y,hypertrophy,biopsy (type iib),lower,quadriceps (vastus lateralis),between,11,4556,5798,,,,,877,1899,,,,,0.05,6,4648,4813,,,,,1043,672,,,,,,
"Campos et al., Eur J Apply Physiol, 2002",15,30,160,2002,5,22.5,100,75.09230769,,untrained,healthy,y,8,2.5,3,2,24,,y,strength,1RM,lower,leg press,between,7,297.2074468,361.037234,,,,,37.89893617,37.89893617,,,,,0.05,6,285.2393617,301.1968085,,,,,35.90425532,41.88829787,,,,,,
"Campos et al., Eur J Apply Physiol, 2003",15,30,161,2002,5,22.5,100,75.09230769,,untrained,healthy,y,8,2.5,3,2,24,,y,strength,1RM,lower,squat,between,7,109.8666667,193.0666667,,,,,22.4,20.26666667,,,,,0.05,6,115.2,137.6,,,,,18.13333333,24.53333333,,,,,,
"Campos et al., Eur J Apply Physiol, 2004",15,30,162,2002,5,22.5,100,75.09230769,,untrained,healthy,y,8,2.5,3,2,24,,y,strength,1RM,lower,knee extension,between,7,85.7712766,134.9734043,,,,,20.61170213,11.96808511,,,,,0.05,6,93.08510638,99.73404255,,,,,23.93617021,23.93617021,,,,,,
"Campos et al., Eur J Apply Physiol, 2005",15,30,163,2002,5,22.5,100,75.09230769,,untrained,healthy,y,8,2.5,3,2,24,,y,hypertrophy,biopsy (type i),lower,quadriceps (vastus lateralis),between,7,3894,4297,,,,,1085,1203,,,,,,6,5208,5155,,,,,1494,1239,,,,,,
"Campos et al., Eur J Apply Physiol, 2006",15,30,164,2002,5,22.5,100,75.09230769,,untrained,healthy,y,8,2.5,3,2,24,,y,hypertrophy,biopsy (type iia),lower,quadriceps (vastus lateralis),between,7,5217,5633,,,,,1009,596,,,,,,6,6070,5982,,,,,1944,1547,,,,,,
"Campos et al., Eur J Apply Physiol, 2007",15,30,165,2002,5,22.5,100,75.09230769,,untrained,healthy,y,8,2.5,3,2,24,,y,hypertrophy,biopsy (type iib),lower,quadriceps (vastus lateralis),between,7,4564,5181,,,,,1179,714,,,,,0.13,6,4648,4813,,,,,1043,672,,,,,,
"Centner et al., J Apply Physiol, 2019 - Occlusion",16,31,166,2019,9,28.21851852,100,77.12222222,23.98148148,untrained,healthy,y,14,3,2,4,18.75,22.14285714,,hypertrophy,US,lower,plantar flexion,between,11,16.5,18,1.473468661,,,,3.2,4.5,1.614807233,,,,,13,14.2,14.3,0.080937581,,,,1.6,1.6,0.336568009,,,,,Change SDs estimated from webplot digitizer of individually presented data
"Centner et al., J Apply Physiol, 2019 - Occlusion",16,31,167,2019,9,28.21851852,100,77.12222222,23.98148148,untrained,healthy,y,14,3,2,4,18.75,22.14285714,,strength,isometric,lower,gastronemius medialis,between,11,226.7,248.9,22.1137933,,,,47.6,48.5,21.34532083,,,,0.05,13,208.5,205.5,-3.26951245,,,,35.4,38.9,13.83707387,,,,0.52,Change SDs estimated from webplot digitizer of individually presented data
"Centner et al., J Apply Physiol, 2019",16,32,168,2019,9,28.94166667,100,81.15416667,25.325,untrained,healthy,y,14,3,2,3,9,77.5,,hypertrophy,US,lower,plantar flexion,between,14,14.3,15.4,1.147868335,,,,4.5,4.5,0.872531332,,,,,13,14.2,14.3,0.080937581,,,,1.6,1.6,0.336568009,,,,,Change SDs estimated from webplot digitizer of individually presented data
"Centner et al., J Apply Physiol, 2019",16,32,169,2019,9,28.94166667,100,81.15416667,25.325,untrained,healthy,y,14,3,2,3,9,77.5,,strength,isometric,lower,gastronemius medialis,between,14,189,214.6,25.20039596,,,,83.1,86.1,19.44487913,,,,0.05,13,208.5,205.5,-3.26951245,,,,35.4,38.9,13.83707387,,,,0.52,Change SDs estimated from webplot digitizer of individually presented data
"Charette et al., J Appl Physiol, 1991",17,33,170,1991,8,69,0,59.07368421,,untrained,healthy,y,12,3,2,5.5,6,69.16666667,,strength,1RM,lower,knee extension,between,13,18.4,33.9,,1.6,2.1,,,,,,,,0.01,6,23.1,23.5,,1.1,1.4,,,,,,,,,
"Charette et al., J Appl Physiol, 1991",17,33,171,1991,8,69,0,59.07368421,,untrained,healthy,y,12,3,2,5.5,6,69.16666667,,strength,1RM,lower,knee flexion,between,13,7.3,15,,1.3,0.9,,,,,,,,0.01,6,10.8,10.6,,1.7,1.6,,,,,,,,,
"Charette et al., J Appl Physiol, 1991",17,33,172,1991,8,69,0,59.07368421,,untrained,healthy,y,12,3,2,5.5,6,69.16666667,,strength,1RM,lower,leg press,between,13,62.7,79.5,,2.8,3.5,,,,,,,,0.01,6,66.3,71.2,,4.2,4.8,,,,,,,,,
"Charette et al., J Appl Physiol, 1991",17,33,173,1991,8,69,0,59.07368421,,untrained,healthy,y,12,3,2,5.5,6,69.16666667,,strength,1RM,lower,hip abduction,between,13,13.4,24.4,,1,1.4,,,,,,,,0.01,6,15.3,15.3,,1.9,1.9,,,,,,,,,
"Charette et al., J Appl Physiol, 1991",17,33,174,1991,8,69,0,59.07368421,,untrained,healthy,y,12,3,2,5.5,6,69.16666667,,strength,1RM,lower,hip adduction,between,13,25.6,33.7,,1.4,1.4,,,,,,,,0.01,6,25.9,25.6,,4,2.9,,,,,,,,,
"Charette et al., J Appl Physiol, 1991",17,33,175,1991,8,69,0,59.07368421,,untrained,healthy,y,12,3,2,5.5,6,69.16666667,,strength,1RM,lower,hip extension,between,13,38.1,48.4,,1.7,1.6,,,,,,,,0.01,6,35.5,39.5,,4.6,2.9,,,,,,,,,
